38	1.md	从事肉体幻想	从肉体幻想	页内1处 贴合=0.92 方向=+0.02 领先=1.92 …就不是真上帝乃是[从事肉体幻想→从肉体幻想]中虚构出来的上帝…
40	1.md	惜	借	页内2处 贴合=0.94 方向=-0.06 领先=0.76 …己毫无约束而犯罪[惜→借]消除善恶之间的区…
42	2.md	无人能在上帝面前算为公正	无一人能在上帝面前算为公正	页内1处 贴合=0.98 方向=+0.03 领先=1.98 …些大罪之后就证明[无人能在上帝面前算为公正→无一人能在上帝面前算为公正]于是抨击那些所谓…
44	2.md	灵感感动	灵感动	页内1处 贴合=0.77 方向=+0.02 领先=1.77 …为有罪乃受上帝的[灵感感动→灵感动]这不过是稍微类似…
44	2.md	井非没有重要意义	并非没有重要意义	页内1处 贴合=0.70 方向=+0.05 领先=1.70 …五次提到人这个字[井非没有重要意义→并非没有重要意义]他的目的是突出人…
44	2.md	是以心存善意	是心存善意	页内1处 贴合=0.94 方向=+0.03 领先=1.94 …通以为上帝对他们[是以心存善意→是心存善意]因为上帝的仁慈乃…
46	2.md	继续不断地行善的	继续不断地行善说的	页内1处 贴合=0.90 方向=+0.03 领先=1.90 …是指着人废寝忘食[继续不断地行善的→继续不断地行善说的]可是忍耐也是信徒…
46	2.md	只寻求世上其他的事	只知寻求世上其他的事	页内1处 贴合=0.92 方向=+0.02 领先=1.92 …意思并不是说他们[只寻求世上其他的事→只知寻求世上其他的事]而不以寻求主为目…
48	2.md	明文法律的知识	明文律法的知识	页内1处 贴合=0.78 方向=+0.09 领先=1.78 …人的罪不必然需要[明文法律的知识→明文律法的知识]请读者诸君看一看…
50	2.md	圈外	题外	页内1处 贴合=0.71 方向=+0.07 领先=1.71 …律法似的那乃是在[圈外→题外]的事他所说的并不…
50	2.md	你们的信心得太迟钝了	你们的心信得太迟钝了	页内1处 贴合=0.83 方向=+0.07 领先=1.83 …章节说无知的人哪[你们的信心得太迟钝了→你们的心信得太迟钝了]我们也不能下结论…
50	2.md	法律	律法	页内1处 贴合=0.88 方向=+0.08 领先=1.88 …的礼仪和形式制定[法律→律法]以惩奸淫偷盗杀人…
50	2.md	异教作家	异教徒作家	页内1处 贴合=0.93 方向=+0.04 领先=1.93 …痛苦无法形容所以[异教作家→异教徒作家]说好良心有广大的…
50	2.md	彻底明显	彻底显明	页内1处 贴合=1.00 方向=+0.07 领先=2.00 …进行中等到那时就[彻底明显→彻底显明]他说到此点是要叫…
52	2.md	广受欢迎	广被欢迎	页内1处 贴合=0.94 方向=+0.06 领先=1.94 …犹太人假如这抄本[广受欢迎→广被欢迎]就正合我的意思但…
52	2.md	但假如有人对此说不满意的人	但假如有对此说不满意的人	页内1处 贴合=0.98 方向=+0.02 领先=1.98 …个说法倒十分清楚[但假如有人对此说不满意的人→但假如有对此说不满意的人]我宁愿提出自己的…
53	2.md	主	他	页内1处 贴合=0.89 方向=+0.07 领先=1.89 …有的上帝又自称为[主→他]的子民在人前自夸…
53	2.md	充足足	充充足足	页内1处 贴合=0.92 方向=+0.05 领先=1.92 …够用的教训还能去[充足足→充充足足]地教导别人他姑且…
54	2.md	奸恶	奸淫	页内1处 贴合=0.86 方向=+0.10 领先=1.86 …意与他同伙又与行[奸恶→奸淫]的人一同有分这责…
54	2.md	因为二者	因为此二者	页内1处 贴合=0.92 方向=+0.04 领先=1.92 …与偶像崇拜作对比[因为二者→因为此二者]是同出一辙偷窃庙…
54	2.md	法律	律法	页内5处 贴合=0.86 方向=+0.10 领先=0.48 …马书罗马书你指着[法律→律法]夸口犯罪的人虽然…
57	2.md	法律	律法	页内1处 贴合=0.79 方向=+0.07 领先=1.79 …平与真实这些乃是[法律→律法]的要点罗马书罗马…
58	2.md	相互对比	互相对比	页内1处 贴合=0.95 方向=+0.05 领先=1.95 …是把律法与福音来[相互对比→互相对比]他称律法为字句这…
59	3.md	所得到的价值	所得来的价值	页内1处 贴合=0.95 方向=+0.05 领先=1.95 …乃是从上帝的圣言[所得到的价值→所得来的价值]保罗在这里问割礼…
59	3.md	解释	解明	页内1处 贴合=0.56 方向=+0.03 领先=1.56 …子孙并以后记载又[解释→解明]在律法与预言书上…
60	3.md	交付	交托	页内2处 贴合=0.97 方向=+0.07 领先=0.41 …契约如今此圣言已[交付→交托]给他们目的是要在…
60	3.md	更不必轻视	更不必言轻视	页内1处 贴合=1.00 方向=+0.03 领先=2.00 …心来接受上帝的话[更不必轻视→更不必言轻视]我们该受何等的咒…
61	3.md	反对对而论	对反而论	页内1处 贴合=0.62 方向=+0.02 领先=1.62 …我总认为这是所谓[反对对而论→对反而论]的必然立场意思是…
61	3.md	不想回	不回想	页内1处 贴合=0.59 方向=+0.00 领先=1.59 …视上帝的话假如他[不想回→不回想]上帝的真实并不取…
61	3.md	确定性	确实性	页内1处 贴合=0.74 方向=+0.00 领先=1.74 …宣告在人里面没有[确定性→确实性]从人也得不到真理…
62	3.md	罚	判断	页内1处 贴合=0.86 方向=-0.02 领先=1.86 …伯来文是这样以致[罚→判断]我的时候显为清正…
63	3.md	里	虽	页内2处 贴合=0.89 方向=+0.00 领先=0.77 …显出上帝的义来这[里→虽]离主题稍远但保罗…
63	3.md	一辩辞	一段辩辞	页内1处 贴合=0.91 方向=-0.03 领先=1.91 …上帝的职任中引出[一辩辞→一段辩辞]上帝要审判世界因…
65	3.md	信仰仰经	信仰经验	页内1处 贴合=0.86 方向=+0.04 领先=1.86 …罗所传的道在缺乏[信仰仰经→信仰经验]之人中间也受到如…
65	3.md	那里	这里	页内1处 贴合=0.73 方向=+0.05 领先=1.73 …的相冲突因为他在[那里→这里]似乎夺回他从前所…
67	3.md	真实	确实	页内1处 贴合=1.00 方向=+0.06 领先=2.00 …由圣经所证明完全[真实→确实]的教义保罗并没有…
67	3.md	描写其残暴	描写极其残暴	页内1处 贴合=0.94 方向=+0.03 领先=1.94 …震撼的一种说法是[描写其残暴→描写极其残暴]的野蛮所到之处即…
67	3.md	抢夺	掠夺	页内1处 贴合=1.00 方向=+0.07 领先=2.00 …的路他们未曾知道[抢夺→掠夺]暴力错行残虐与叛…
69	3.md	法律	律法	页内1处 贴合=0.61 方向=+0.00 领先=1.61 …自己的门徒都是对[法律→律法]以下之人说的他说…
70	3.md	我们	他们	页内16处 贴合=0.88 方向=+0.06 领先=0.38 …靠行为我们也知道[我们→他们]只以外表上的事自…
70	3.md	指导	指着	页内1处 贴合=0.88 方向=+0.08 领先=1.88 …中所说的割礼乃是[指导→指着]礼仪说的他们反对…
70	3.md	实正当	实属正当	页内1处 贴合=1.00 方向=+0.04 领先=2.00 …论的正题保罗此举[实正当→实属正当]而有智慧那些主张…
72	3.md	法律	律法	页内2处 贴合=0.76 方向=+0.04 领先=0.67 …相反的地位上因为[法律→律法]应许生命给那些遵…
72	3.md	得上荣耀	算得上荣耀	页内1处 贴合=0.98 方向=+0.02 领先=1.98 …年没有在上帝面前[得上荣耀→算得上荣耀]的行为所以他信应…
74	3.md	救免	赦免	页内1处 贴合=0.93 方向=+0.07 领先=1.93 …点都被上帝白白的[救免→赦免]之恩遮盖了加给一…
74	3.md	此没有	此外没有	页内1处 贴合=0.94 方向=+0.03 领先=1.94 …的必要那正如他说[此没有→此外没有]得称为义的方法不…
74	3.md	阳光	面光	页内1处 贴合=0.94 方向=+0.06 领先=1.94 …罪人敢来到上帝的[阳光→面光]之中就如我们在亚…
75	3.md	说	诡	页内16处 贴合=0.95 方向=+0.05 领先=0.62 …帝的恩慈这义就是[说→诡]辩家想要分割的以…
76	3.md	既然受死了人在前约之时所犯的罪过	既然受死赎了人在前约之时所犯的罪过	页内1处 贴合=0.83 方向=-0.02 领先=1.83 …他作了新约的中保[既然受死了人在前约之时所犯的罪过→既然受死赎了人在前约之时所犯的罪过]但我们绝不能以为…
77	3.md	真才显明	真相才显明	页内1处 贴合=0.83 方向=+0.03 领先=1.83 …到日期满足的时候[真才显明→真相才显明]我们再说把我们卷…
77	3.md	口头	日头	页内1处 贴合=0.85 方向=+0.06 领先=1.85 …的证据但当公义的[口头→日头]出现的时候就越发…
77	3.md	就越发光	就越发光明	页内1处 贴合=0.89 方向=+0.03 领先=1.89 …的日头出现的时候[就越发光→就越发光明]所以我们当注意旧…
77	3.md	世人皆因不义而丧失了	世人都因不义而丧失了	页内1处 贴合=0.76 方向=+0.05 领先=1.76 …上帝那里找到救法[世人皆因不义而丧失了→世人都因不义而丧失了]罗马书罗马书罗马…
78	3.md	这里所信信的律法	这里所说的律法	页内1处 贴合=0.74 方向=+0.02 领先=1.74 …钦定本译为译者按[这里所信信的律法→这里所说的律法]稍欠妥当但也无妨…
78	3.md	结束	结果	页内1处 贴合=0.85 方向=+0.00 领先=1.85 …当我们得到信心的[结束→结果]时一切行为上的夸…
79	3.md	本书	本节	页内1处 贴合=0.79 方向=+0.00 领先=1.79 …是归给爱但保罗在[本书→本节]经文中坚定确实地…
79	3.md	法律	律法	页内2处 贴合=0.72 方向=+0.00 领先=0.48 …解释相反所附加的[法律→律法]二字与功德上的行…
80	3.md	此怀疑	此项怀疑	页内1处 贴合=0.85 方向=+0.02 领先=1.85 …律法乃是要成全太[此怀疑→此项怀疑]不但关乎礼仪律也…
80	3.md	之前的的不同前置词	之前的不同前置词	页内1处 贴合=0.92 方向=+0.02 领先=1.92 …本把原文中两个信[之前的的不同前置词→之前的不同前置词]翻译出来他要因人…
81	3.md	得到法律正确的义	得到律法正确的义	页内1处 贴合=0.98 方向=+0.04 领先=1.98 …我们首先在他里面[得到法律正确的义→得到律法正确的义]而这义也就归给我…
83	4.md	指导着	指着	页内1处 贴合=0.93 方向=+0.02 领先=1.93 …无特殊的限制乃是[指导着→指着]救恩之约与被收纳…
84	4.md	圣经	本节	页内1处 贴合=0.72 方向=+0.00 领先=1.72 …得到的我已经解释[圣经→本节]经文如何与雅各书…
85	4.md	上帝称为义	上帝称人为义	页内1处 贴合=0.98 方向=+0.02 领先=1.98 …个消极方面的短句[上帝称为义→上帝称人为义]就是不把罪归给人…
87	4.md	法律	律法	页内2处 贴合=0.81 方向=+0.00 领先=0.76 …唯一问题就是借着[法律→律法]的仪式来得到义但…
87	4.md	法律	律法	页内1处 贴合=0.86 方向=+0.00 领先=1.86 …行为犹太人由于对[法律→律法]愚钝和粗野的滥用…
90	4.md	意思是说	这意思是说	页内1处 贴合=0.73 方向=+0.03 领先=1.73 …放在相反的地位上[意思是说→这意思是说]继承权是应许给亚…
91	4.md	丰盛	丰满	页内1处 贴合=0.90 方向=+0.05 领先=1.90 …亚伯拉罕也把上帝[丰盛→丰满]的祝福提供给他使…
92	4.md	激动	惹动	页内1处 贴合=0.92 方向=+0.05 领先=1.92 …由就很难看出如何[激动→惹动]上帝的忿怒来抵挡…
96	4.md	当作	解作	页内1处 贴合=0.93 方向=+0.07 领先=1.93 …不软弱这句话应当[当作→解作]毫无动摇犹如当我…
98	4.md	乃是给我们上帝的最大耻辱	乃是我们给上帝的最大耻辱	页内1处 贴合=0.67 方向=+0.00 领先=1.67 …威摒弃于千里之外[乃是给我们上帝的最大耻辱→乃是我们给上帝的最大耻辱]因此在敬拜上帝的…
98	4.md	乃是心以顺服的心来接受	乃是以顺服的心来接受	页内1处 贴合=0.70 方向=+0.02 领先=1.70 …敬拜上帝的重点上[乃是心以顺服的心来接受→乃是以顺服的心来接受]上帝的应许真实的…
98	4.md	所有的人都承认	所有的人既都承认	页内1处 贴合=0.83 方向=-0.02 领先=1.83 …所应许的必能作成[所有的人都承认→所有的人既都承认]上帝的能力所以保…
99	4.md	传递给我们的的时候	传递给我们的时候	页内1处 贴合=0.96 方向=+0.02 领先=1.96 …师但当他们把历史[传递给我们的的时候→传递给我们的时候]我们从其中并未得…
100	4.md	得称为义为吗	得称为义吗	页内1处 贴合=0.97 方向=+0.03 领先=1.97 …们要以此同一方法[得称为义为吗→得称为义吗]这意思倒很合适罗…
101	4.md	显得	显示得	页内1处 贴合=0.90 方向=+0.04 领先=1.90 …性在基督的复活中[显得→显示得]更加清楚有些人说…
103	5.md	和祂	和睦	页内2处 贴合=0.83 方向=+0.08 领先=0.42 …传达给我们福音是[和祂→和睦]的执事我们得了和…
103	5.md	和祂	和睦	页内1处 贴合=0.81 方向=+0.06 领先=1.81 …睦的执事我们得了[和祂→和睦]才得以进入上帝的…
103	5.md	进	进入	页内3处 贴合=0.79 方向=+0.04 领先=0.64 …而来的自恃保罗用[进→进入]两字使我们知道救…
103	5.md	面对见面	面对面见	页内1处 贴合=0.81 方向=+0.06 领先=1.81 …的性情有分当我们[面对见面→面对面见]上帝时我们必要像…
104	5.md	乃是可叹羡的高峰为目标	乃是以可叹羡的高峰为目标	页内1处 贴合=0.68 方向=-0.02 领先=1.68 …话保罗所用的方法[乃是可叹羡的高峰为目标→乃是以可叹羡的高峰为目标]有了可见的目标保…
105	5.md	忠难生忍耐	患难生忍耐	页内1处 贴合=0.67 方向=+0.07 领先=1.67 …了却不至死亡林后[忠难生忍耐→患难生忍耐]这不是患难所产生…
105	5.md	应当当时记得	应当时常记得	页内1处 贴合=0.88 方向=+0.08 领先=1.88 …望是出于老练我们[应当当时记得→应当时常记得]上帝的恩惠如果我…
111	5.md	法律	律法	页内3处 贴合=0.81 方向=+0.00 领先=0.54 …气因为当人类不受[法律→律法]监管时他们就容易…
111	5.md	法律	律法	页内2处 贴合=0.75 方向=+0.00 领先=0.50 …不存在因此若没有[法律→律法]的警告罪似乎是被…
112	5.md	保罗乃是以上亚当和基督作一对比	保罗乃是以亚当和基督作一对比	页内1处 贴合=0.95 方向=-0.02 领先=1.95 …们就只是榜样而已[保罗乃是以上亚当和基督作一对比→保罗乃是以亚当和基督作一对比]我们必须注意此点…
114	5.md	决定	要决定	页内1处 贴合=0.90 方向=+0.03 领先=1.90 …特殊的题目他乃是[决定→要决定]重要的中心思想他…
114	5.md	再述	再复述	页内1处 贴合=0.85 方向=+0.04 领先=1.85 …帝的慈爱保罗此处[再述→再复述]同一论点的目的乃…
114	5.md	乃是叫人宣扬	乃是要人宣扬	页内1处 贴合=0.86 方向=+0.05 领先=1.86 …述同一论点的目的[乃是叫人宣扬→乃是要人宣扬]上帝的恩惠叫人不…
114	5.md	确实	确据	页内1处 贴合=0.89 方向=+0.06 领先=1.89 …以享受完全救恩的[确实→确据]此乃是我們感恩的…
114	5.md	我们就是都是失丧的人	我们就都是失丧的人	页内1处 贴合=0.95 方向=+0.02 领先=1.95 …以公义来对待我们[我们就是都是失丧的人→我们就都是失丧的人]但是他在基督里使…
115	5.md	功用	功能	页内3处 贴合=0.96 方向=+0.04 领先=0.75 …是借着一种特殊的[功用→功能]因着父母们与上帝…
116	5.md	法律	律法	页内3处 贴合=1.00 方向=+0.06 领先=0.62 …求我们就必须顺服[法律→律法]不是部分地顺服乃…
116	5.md	法律	律法	页内2处 贴合=0.79 方向=+0.06 领先=0.48 …称义必须完全顺服[法律→律法]才能有效然而完全…
116	5.md	法律	律法	页内1处 贴合=1.00 方向=+0.07 领先=2.00 …有效然而完全遵行[法律→律法]是不可能的事我们…
117	5.md	乃是指出人类对罪的知识	乃是指人类对罪的知识	页内1处 贴合=0.92 方向=+0.02 领先=1.92 …我认为显多或增多[乃是指出人类对罪的知识→乃是指人类对罪的知识]以及人的顽梗逐渐…
117	5.md	人类轻视律法者的权威	人类轻视赐律者的权威	页内1处 贴合=0.98 方向=+0.04 领先=1.98 …律法而显多了因为[人类轻视律法者的权威→人类轻视赐律者的权威]藐视上帝的威严恩…
121	6.md	基督	基督徒	页内15处 贴合=0.94 方向=+0.03 领先=0.59 …一贯的论点在此向[基督→基督徒]讲话洗礼虽是外表…
121	6.md	基督	基督徒	页内15处 贴合=0.81 方向=+0.03 领先=0.37 …也见证说加拉太的[基督→基督徒]凡受过洗礼的都已…
121	6.md	仍会	仍应	页内1处 贴合=0.94 方向=+0.06 领先=1.94 …是外表的记号但是[仍会→仍应]产生实际的效果我…
123	6.md	分有	有分	页内1处 贴合=1.00 方向=+0.06 领先=2.00 …法是在基督的死上[分有→有分]有些解经家认为保…
123	6.md	挥	罪	页内1处 贴合=0.73 方向=+0.07 领先=1.73 …指血肉之体乃是指[挥→罪]的整体对于一个只…
123	6.md	要使我们看到	为要使我们看到	页内1处 贴合=0.93 方向=+0.03 领先=1.93 …明明地提到十字架[要使我们看到→为要使我们看到]唯一能治死旧人的…
124	6.md	效果	果效	页内2处 贴合=0.92 方向=+0.08 领先=0.58 …的本性以及死亡的[效果→果效]所推论出来的如果…
124	6.md	有所分	有分	页内1处 贴合=0.97 方向=+0.03 领先=1.97 …们若要在永生里面[有所分→有分]就当背起十字架来…
125	6.md	萎缩	畏缩	页内1处 贴合=0.88 方向=+0.06 领先=1.88 …而是我们绝对不能[萎缩→畏缩]或是不敢将肉体治…
125	6.md	借着天上来奥妙力量	借着天上来的奥妙力量	页内1处 贴合=0.90 方向=+0.03 领先=1.90 …命赐给信徒或是说[借着天上来奥妙力量→借着天上来的奥妙力量]将他自己的生命吹…
126	6.md	伊拉谟斯	伊拉斯谟	页内1处 贴合=0.67 方向=+0.08 领先=1.67 …义即在基督耶稣里[伊拉谟斯→伊拉斯谟]译为靠着基督耶稣…
129	6.md	不安	不平安	页内1处 贴合=1.00 方向=+0.03 领先=2.00 …在他们就只能行在[不安→不平安]的道路之中保罗为…
131	6.md	威惧恐	威吓恐惧	页内1处 贴合=0.82 方向=+0.08 领先=1.82 …心中成形比律法以[威惧恐→威吓恐惧]来勉强我们行善更…
131	6.md	伊拉拉斯谟	伊拉斯谟	页内1处 贴合=0.76 方向=+0.03 领先=1.76 …出圣洁善良的生活[伊拉拉斯谟→伊拉斯谟]根据拉丁文通俗译…
131	6.md	法律	律法	页内1处 贴合=1.00 方向=+0.06 领先=2.00 …们我们就不能脱离[法律→律法]的辖制同时恩惠使…
131	6.md	相待	相符	页内1处 贴合=0.89 方向=+0.06 领先=1.89 …里也与律法的准则[相待→相符]借此我们的一切生…
132	6.md	述	叙述	页内1处 贴合=0.89 方向=+0.03 领先=1.89 …热心保罗在此避免[述→叙述]他全部心意为的是…
135	6.md	因为我们所得的恩赐	因我们所得的恩赐	页内1处 贴合=0.96 方向=+0.02 领先=1.96 …也不单是只有一样[因为我们所得的恩赐→因我们所得的恩赐]乃是穿上圣子的义…
136	7.md	时间	期限	页内1处 贴合=0.86 方向=+0.00 领先=1.86 …指律法是否存在的[时间→期限]保罗在此所发的问…
136	7.md	肯要定	要肯定	页内1处 贴合=0.82 方向=+0.00 领先=1.82 …此所发的问题乃是[肯要定→要肯定]他的主题从这句问…
138	7.md	严法	律法	页内1处 贴合=0.78 方向=+0.05 领先=1.78 …了自由我们乃是从[严法→律法]严厉的要求以及因…
138	7.md	基督使	基督徒	页内1处 贴合=0.90 方向=+0.05 领先=1.90 …后永活的生命所以[基督使→基督徒]当晓得他们与基督…
142	7.md	以前提为出发点	以一般的前提为出发点	页内1处 贴合=0.96 方向=+0.06 领先=1.96 …显然地其实他乃是[以前提为出发点→以一般的前提为出发点]然后以他自己为例…
143	7.md	受到了律法的熏陶	已受到了律法的熏陶	页内1处 贴合=0.94 方向=+0.02 领先=1.94 …乃是从孩提时代就[受到了律法的熏陶→已受到了律法的熏陶]但因这不过是出于…
143	7.md	乃是指挥律法虽然	乃是指律法虽然	页内1处 贴合=0.89 方向=+0.02 领先=1.89 …里所说的没有律法[乃是指挥律法虽然→乃是指律法虽然]摆在他的眼前却并…
145	7.md	法律	律法	页内5处 贴合=0.80 方向=+0.00 领先=0.64 …死吗前面保罗已为[法律→律法]辩护免得有人会发…
145	7.md	法律	律法	页内4处 贴合=0.75 方向=+0.00 领先=0.42 …然可能会有人怀疑[法律→律法]或许是死亡的缘由…
145	7.md	法律	律法	页内3处 贴合=0.75 方向=+0.00 领先=0.42 …的败坏是我们误用[法律→律法]与走向死亡的原因…
145	7.md	法律	律法	页内2处 贴合=0.83 方向=+0.00 领先=0.49 …相反但在此他否认[法律→律法]是死亡的原因所以…
146	7.md	法律	律法	页内5处 贴合=0.94 方向=+0.06 领先=0.72 …过保罗在此乃是以[法律→律法]与人的本性作为对…
146	7.md	法律是属灵的	律法是属灵的	页内2处 贴合=0.97 方向=+0.06 领先=0.55 …立的是心灵与肉体[法律是属灵的→律法是属灵的]人是属肉体的因人…
146	7.md	法律	律法	页内3处 贴合=0.89 方向=+0.06 领先=0.72 …体的因人的本性与[法律→律法]之间根本没有相似…
146	7.md	法律	律法	页内2处 贴合=0.97 方向=+0.07 领先=0.55 …相反我们所提到的[法律→律法]是属灵的乃是说法…
146	7.md	法律	律法	页内1处 贴合=0.75 方向=+0.06 领先=1.75 …法是属灵的乃是说[法律→律法]不但约束我们外表…
146	7.md	某一定程度	某一程度	页内1处 贴合=0.77 方向=+0.03 领先=1.77 …到两者之区别又从[某一定程度→某一程度]看来属肉体的也是…
146	7.md	服从从	服从罪	页内1处 贴合=0.97 方向=+0.05 领先=1.97 …于自愿的服从我们[服从从→服从罪]是因为在我们里面…
147	7.md	才会此种冲突	才会有此种冲突	页内1处 贴合=0.88 方向=-0.03 领先=1.88 …灵重生与成圣的人[才会此种冲突→才会有此种冲突]如果一个人单是随…
147	7.md	他们也在享乐时	他们在享乐时	页内1处 贴合=0.87 方向=+0.03 领先=1.87 …也会被良心所刺痛[他们也在享乐时→他们在享乐时]也不能没有某种痛…
147	7.md	认识善与判别是非之心	认识善恶与判别是非之心	页内1处 贴合=0.79 方向=-0.02 领先=1.79 …那样不定自己的罪[认识善与判别是非之心→认识善恶与判别是非之心]并没有从罪人心中…
148	7.md	以外自己	以自己	页内1处 贴合=0.79 方向=+0.01 领先=1.79 …世人的本性他乃是[以外自己→以自己]的情形作为例子来…
148	7.md	法律	律法	页内1处 贴合=0.92 方向=+0.04 领先=1.92 …说信徒能够不违背[法律→律法]那么他就变为一个…
149	7.md	法律	律法	页内5处 贴合=0.93 方向=+0.05 领先=0.68 …他都没有完全遵守[法律→律法]而且也厌烦了自己…
